video_id,video_timestamp,video_length,video_title,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_fn,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount
7085399085657705733,2022-04-11T10:27:11,16,🔊 1 or 2? #shisharant #fyp #asmr #shisha,DE,2500000,13100,18700,50300000,🔊 1 or 2? #shisharant #fyp #asmr #shisha,False,shisharant_video_7085399085657705733.mp4,shisharant,shisharant,502300,67,10300000,1712,9638
7005583671876930822,2021-09-08T08:22:37,26,#satyisfying #viral #LeftiesSportChallenge #asmrvideo #flavor #asmrtiktoks #edishisha #asmr #hookah #shisha #fyp #smoke #satisfyingsounds #trend,ES,2000000,11900,7081,47300000,#satyisfying #viral #LeftiesSportChallenge #asmrvideo #flavor #asmrtiktoks #edishisha #asmr #hookah #shisha #fyp #smoke #satisfyingsounds #trend,False,edishisha_video_7005583671876930822.mp4,edishisha,EdiShisha,566600,15,7700000,351,5888
7005583671876930822,2021-09-08T08:22:37,26,#satyisfying #viral #LeftiesSportChallenge #asmrvideo #flavor #asmrtiktoks #edishisha #asmr #hookah #shisha #fyp #smoke #satisfyingsounds #trend,ES,2000000,11900,7081,47300000,#satyisfying #viral #LeftiesSportChallenge #asmrvideo #flavor #asmrtiktoks #edishisha #asmr #hookah #shisha #fyp #smoke #satisfyingsounds #trend,False,edishisha_video_7005583671876930822.mp4,edishisha,EdiShisha,566600,15,7700000,351,5888
6958562763048242434,2021-05-04T15:17:35,29,Double Apple  Unboxing #satisfy #shisha #flavour #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #destinationdepop #اكسبلور #foryou #foryourpage,SA,1300000,36000,8790,41700000,Double Apple  Unboxing #satisfy #shisha #flavour #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #destinationdepop #اكسبلور #foryou #foryourpage,False,hookah.town_video_6958562763048242434.mp4,hookah.town,Hookah.Town,256800,0,1900000,27,24
6958562763048242434,2021-05-04T15:17:35,29,Double Apple  Unboxing #satisfy #shisha #flavour #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #destinationdepop #اكسبلور #foryou #foryourpage,SA,1300000,36000,8790,41700000,Double Apple  Unboxing #satisfy #shisha #flavour #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #destinationdepop #اكسبلور #foryou #foryourpage,False,hookah.town_video_6958562763048242434.mp4,hookah.town,Hookah.Town,256800,0,1900000,27,24
7103305817033592069,2022-05-29T16:34:28,41,Which type? 🤔 #shisharant #shisha #hookah #asmr #mannheim,DE,2100000,15000,7483,37400000,Which type? 🤔 #shisharant #shisha #hookah #asmr #mannheim,False,shisharant_video_7103305817033592069.mp4,shisharant,shisharant,502300,67,10300000,1712,9638
7103305817033592069,2022-05-29T16:34:28,41,Which type? 🤔 #shisharant #shisha #hookah #asmr #mannheim,DE,2100000,15000,7483,37400000,Which type? 🤔 #shisharant #shisha #hookah #asmr #mannheim,False,shisharant_video_7103305817033592069.mp4,shisharant,shisharant,502300,67,10300000,1712,9638
7051683619772878085,2022-01-10T12:53:57,15,#asmr #viral #fypシ #sheffield #manchester #uk #kurdish #london #fyp #kurdishboy🇹🇯🇬🇧 #kurdishuk #foryou #shisha #shishalover #flavour #make #ever,GB,369800,2831,554,28300000,#asmr #viral #fypシ #sheffield #manchester #uk #kurdish #london #fyp #kurdishboy🇹🇯🇬🇧 #kurdishuk #foryou #shisha #shishalover #flavour #make #ever,False,ranjjabar_video_7051683619772878085.mp4,ranjjabar,Ranj _King shisha store,120200,38,2600000,372,8789
6954124647495519493,2021-04-22T16:15:21,30,Blueberry unboxing 🫐  #shisha #satisfying #flavor #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #Destinationdepop,US,1500000,20300,5839,27400000,Blueberry unboxing 🫐  #shisha #satisfying #flavor #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #Destinationdepop,False,hookahvilleofficial_video_6954124647495519493.mp4,hookahvilleofficial,HookahvilleOfficial,669700,0,4900000,70,242
6954124647495519493,2021-04-22T16:15:21,30,Blueberry unboxing 🫐  #shisha #satisfying #flavor #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #Destinationdepop,US,1500000,20300,5839,27400000,Blueberry unboxing 🫐  #shisha #satisfying #flavor #asmrtiktoks #hookah #asmrvideo #asmr #shishalover #Destinationdepop,False,hookahvilleofficial_video_6954124647495519493.mp4,hookahvilleofficial,HookahvilleOfficial,669700,0,4900000,70,242
